region,unit_id,global_key,best_channel_1idx,n_spikes,mean_fr_hz,snr,isi_violation,firing_rate,presence_ratio,num_spikes_qm,auto_qc_pass,auto_qc_fail_reasons
VMPFC,11,VMPFC_unit11,52,20,0.1348,16.3703,,0.1348,0.0,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,12,VMPFC_unit12,56,44,0.2965,6.2083,,0.2965,0.5,44,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,13,VMPFC_unit13,55,33,0.2224,11.3558,,0.2224,0.5,33,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,14,VMPFC_unit14,61,24,0.1617,8.8705,,0.1617,0.5,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,15,VMPFC_unit15,61,17,0.1146,10.6233,,0.1146,0.5,17,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,16,VMPFC_unit16,51,30,0.2022,10.5156,,0.2022,0.5,30,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,17,VMPFC_unit17,61,31,0.2089,4.0798,,0.2089,0.5,31,False,snr<5.0;isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,18,VMPFC_unit18,61,43,0.2898,7.2983,,0.2898,0.5,43,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,19,VMPFC_unit19,52,14,0.0943,5.8662,,0.0943,0.5,14,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,20,VMPFC_unit20,51,13,0.0876,10.7364,,0.0876,0.5,13,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,21,VMPFC_unit21,61,43,0.2898,4.8995,,0.2898,0.5,43,False,snr<5.0;isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,22,VMPFC_unit22,51,37,0.2493,11.308,,0.2493,0.5,37,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,23,VMPFC_unit23,54,24,0.1617,10.9683,,0.1617,0.0,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,24,VMPFC_unit24,51,10,0.0674,8.6961,,0.0674,0.0,10,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,25,VMPFC_unit25,54,35,0.2359,10.2618,,0.2359,0.5,35,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,26,VMPFC_unit26,54,54,0.3639,11.7784,,0.3639,0.5,54,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,27,VMPFC_unit27,54,53,0.3572,16.0584,,0.3572,0.5,53,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,28,VMPFC_unit28,54,67,0.4515,11.5618,,0.4515,0.0,67,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,29,VMPFC_unit29,54,44,0.2965,11.6466,,0.2965,0.5,44,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,30,VMPFC_unit30,55,28,0.1887,26.0971,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,31,VMPFC_unit31,55,60,0.4043,15.7961,,0.4043,1.0,60,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,32,VMPFC_unit32,55,13,0.0876,15.4199,,0.0876,0.0,13,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,33,VMPFC_unit33,55,20,0.1348,10.9304,,0.1348,0.0,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,34,VMPFC_unit34,55,21,0.1415,22.7678,,0.1415,0.5,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,35,VMPFC_unit35,56,117,0.7885,12.606,,0.7885,0.5,117,False,isi>0.02;presence<0.8
VMPFC,36,VMPFC_unit36,56,21,0.1415,11.698,,0.1415,0.5,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,37,VMPFC_unit37,56,53,0.3572,15.034,,0.3572,0.0,53,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,38,VMPFC_unit38,56,16,0.1078,16.3062,,0.1078,0.5,16,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,39,VMPFC_unit39,54,33,0.2224,13.3328,,0.2224,0.5,33,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,40,VMPFC_unit40,54,30,0.2022,18.6238,,0.2022,0.5,30,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,41,VMPFC_unit41,54,32,0.2157,9.4265,,0.2157,0.5,32,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,42,VMPFC_unit42,54,21,0.1415,11.5053,,0.1415,0.5,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,43,VMPFC_unit43,54,25,0.1685,9.3135,,0.1685,0.0,25,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,44,VMPFC_unit44,51,30,0.2022,7.499,,0.2022,0.0,30,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,45,VMPFC_unit45,59,116,0.7817,8.9137,,0.7817,0.5,116,False,isi>0.02;presence<0.8
VMPFC,46,VMPFC_unit46,56,24,0.1617,14.2133,,0.1617,0.5,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,47,VMPFC_unit47,56,33,0.2224,7.6335,,0.2224,0.5,33,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,48,VMPFC_unit48,56,46,0.31,9.3234,,0.31,1.0,46,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,49,VMPFC_unit49,59,193,1.3007,7.5124,,1.3007,1.0,193,False,isi>0.02
VMPFC,50,VMPFC_unit50,59,80,0.5391,12.8577,,0.5391,0.0,80,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,51,VMPFC_unit51,56,21,0.1415,6.4195,,0.1415,0.0,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,52,VMPFC_unit52,59,26,0.1752,11.9368,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,53,VMPFC_unit53,56,13,0.0876,10.7122,,0.0876,0.0,13,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,54,VMPFC_unit54,59,30,0.2022,6.8045,,0.2022,0.5,30,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,55,VMPFC_unit55,56,23,0.155,7.0217,,0.155,0.0,23,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,56,VMPFC_unit56,54,24,0.1617,9.0403,,0.1617,0.0,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,57,VMPFC_unit57,59,47,0.3167,10.1056,,0.3167,0.5,47,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,58,VMPFC_unit58,61,43,0.2898,5.6497,,0.2898,1.0,43,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,59,VMPFC_unit59,51,28,0.1887,5.7927,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,60,VMPFC_unit60,59,31,0.2089,10.604,,0.2089,0.5,31,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,61,VMPFC_unit61,59,31,0.2089,9.9106,,0.2089,0.0,31,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,62,VMPFC_unit62,56,38,0.2561,9.9911,,0.2561,0.5,38,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,63,VMPFC_unit63,54,54,0.3639,17.4149,,0.3639,0.5,54,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,64,VMPFC_unit64,59,58,0.3909,11.1963,,0.3909,0.0,58,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,65,VMPFC_unit65,56,46,0.31,8.9155,,0.31,0.5,46,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,66,VMPFC_unit66,56,38,0.2561,7.5,,0.2561,0.5,38,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,67,VMPFC_unit67,55,28,0.1887,12.5827,,0.1887,0.0,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,68,VMPFC_unit68,60,22,0.1483,13.4798,,0.1483,0.5,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,69,VMPFC_unit69,60,86,0.5796,10.9192,,0.5796,0.0,86,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,70,VMPFC_unit70,60,36,0.2426,9.0219,,0.2426,1.0,36,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,71,VMPFC_unit71,60,50,0.337,9.7119,,0.337,1.0,50,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,72,VMPFC_unit72,60,36,0.2426,9.5792,,0.2426,0.5,36,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,73,VMPFC_unit73,60,47,0.3167,10.886,,0.3167,0.5,47,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,74,VMPFC_unit74,55,11,0.0741,13.8379,,0.0741,0.5,11,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,75,VMPFC_unit75,60,50,0.337,9.1314,,0.337,0.5,50,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,76,VMPFC_unit76,60,24,0.1617,8.1927,,0.1617,0.5,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,77,VMPFC_unit77,60,10,0.0674,10.3421,,0.0674,0.5,10,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,78,VMPFC_unit78,61,26,0.1752,12.4409,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,79,VMPFC_unit79,61,51,0.3437,9.3637,,0.3437,0.5,51,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,80,VMPFC_unit80,61,38,0.2561,11.7694,,0.2561,0.5,38,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,81,VMPFC_unit81,56,22,0.1483,14.6334,,0.1483,0.5,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,82,VMPFC_unit82,61,11,0.0741,9.8129,,0.0741,0.0,11,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,83,VMPFC_unit83,61,17,0.1146,9.9333,,0.1146,0.0,17,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,84,VMPFC_unit84,62,58,0.3909,11.8511,,0.3909,1.0,58,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,85,VMPFC_unit85,60,12,0.0809,8.143,,0.0809,0.5,12,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,86,VMPFC_unit86,54,41,0.2763,6.2676,,0.2763,0.5,41,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,87,VMPFC_unit87,63,212,1.4287,8.9397,,1.4287,1.0,212,False,isi>0.02
VMPFC,88,VMPFC_unit88,63,88,0.593,13.5763,,0.593,1.0,88,False,isi>0.02;n_spikes<100;num_spikes_qm_low
VMPFC,89,VMPFC_unit89,61,21,0.1415,9.0534,,0.1415,0.0,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,90,VMPFC_unit90,56,69,0.465,10.2897,,0.465,0.0,69,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,91,VMPFC_unit91,63,37,0.2493,12.5662,,0.2493,0.5,37,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,92,VMPFC_unit92,63,44,0.2965,18.5404,,0.2965,0.0,44,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,93,VMPFC_unit93,56,34,0.2291,9.0612,,0.2291,0.5,34,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,94,VMPFC_unit94,63,29,0.1954,10.0455,,0.1954,0.5,29,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,95,VMPFC_unit95,56,31,0.2089,10.382,,0.2089,0.5,31,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,96,VMPFC_unit96,61,54,0.3639,12.7188,,0.3639,0.0,54,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,97,VMPFC_unit97,51,28,0.1887,8.5376,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,98,VMPFC_unit98,63,39,0.2628,7.7288,,0.2628,0.5,39,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,99,VMPFC_unit99,63,17,0.1146,8.9273,,0.1146,0.5,17,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,100,VMPFC_unit100,63,18,0.1213,8.8439,,0.1213,0.5,18,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,101,VMPFC_unit101,63,39,0.2628,9.9652,,0.2628,0.5,39,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,102,VMPFC_unit102,63,36,0.2426,15.9518,,0.2426,0.0,36,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,103,VMPFC_unit103,51,12,0.0809,13.6369,,0.0809,0.0,12,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,104,VMPFC_unit104,56,103,0.6941,11.6591,,0.6941,0.0,103,False,isi>0.02;presence<0.8
VMPFC,105,VMPFC_unit105,63,51,0.3437,11.7136,,0.3437,0.5,51,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,106,VMPFC_unit106,56,46,0.31,7.5097,,0.31,0.5,46,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,107,VMPFC_unit107,56,23,0.155,10.0372,,0.155,0.0,23,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,108,VMPFC_unit108,63,31,0.2089,13.0604,,0.2089,0.0,31,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,109,VMPFC_unit109,56,45,0.3033,8.0074,,0.3033,0.5,45,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,110,VMPFC_unit110,63,20,0.1348,19.4053,,0.1348,0.0,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,111,VMPFC_unit111,63,10,0.0674,19.5443,,0.0674,0.0,10,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,112,VMPFC_unit112,63,16,0.1078,8.0438,,0.1078,0.0,16,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,113,VMPFC_unit113,60,43,0.2898,11.9408,,0.2898,0.0,43,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,114,VMPFC_unit114,54,28,0.1887,6.3587,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
VMPFC,115,VMPFC_unit115,63,49,0.3302,8.5875,,0.3302,0.0,49,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
VMPFC,116,VMPFC_unit116,52,23,0.155,4.2202,,0.155,0.5,23,False,snr<5.0;isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,1,Amygdala_unit1,1,8,0.0539,16.3899,,0.0539,1.0,8,False,isi>0.02;n_spikes<100;fr<0.2;firing_rate_qm_low;num_spikes_qm_low
Amygdala,2,Amygdala_unit2,2,11,0.0741,15.6645,,0.0741,1.0,11,False,isi>0.02;n_spikes<100;fr<0.2;firing_rate_qm_low;num_spikes_qm_low
Amygdala,3,Amygdala_unit3,3,35,0.2359,14.0814,,0.2359,0.5,35,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,4,Amygdala_unit4,3,26,0.1752,10.6904,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,5,Amygdala_unit5,4,19,0.128,16.8345,,0.128,0.0,19,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,6,Amygdala_unit6,6,13,0.0876,20.3855,,0.0876,0.0,13,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,7,Amygdala_unit7,12,26,0.1752,8.9115,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,8,Amygdala_unit8,6,22,0.1483,14.3349,,0.1483,0.0,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,9,Amygdala_unit9,6,18,0.1213,8.5501,,0.1213,1.0,18,False,isi>0.02;n_spikes<100;fr<0.2;firing_rate_qm_low;num_spikes_qm_low
Amygdala,10,Amygdala_unit10,6,36,0.2426,15.0014,,0.2426,0.5,36,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,11,Amygdala_unit11,6,45,0.3033,14.7674,,0.3033,0.5,45,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,12,Amygdala_unit12,6,26,0.1752,23.4048,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,13,Amygdala_unit13,6,20,0.1348,25.6544,,0.1348,0.5,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,14,Amygdala_unit14,6,44,0.2965,20.5402,,0.2965,0.0,44,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,15,Amygdala_unit15,6,23,0.155,16.1005,,0.155,0.0,23,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,16,Amygdala_unit16,3,13,0.0876,12.5866,,0.0876,1.0,13,False,isi>0.02;n_spikes<100;fr<0.2;firing_rate_qm_low;num_spikes_qm_low
Amygdala,17,Amygdala_unit17,7,34,0.2291,12.5707,,0.2291,0.5,34,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,18,Amygdala_unit18,7,11,0.0741,12.3454,,0.0741,0.0,11,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,19,Amygdala_unit19,7,47,0.3167,10.9223,,0.3167,0.5,47,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,20,Amygdala_unit20,7,21,0.1415,11.7524,,0.1415,0.5,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,21,Amygdala_unit21,7,57,0.3841,16.0988,,0.3841,0.5,57,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,22,Amygdala_unit22,7,28,0.1887,24.2134,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,23,Amygdala_unit23,7,43,0.2898,14.1361,,0.2898,0.5,43,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,24,Amygdala_unit24,7,61,0.4111,14.3259,,0.4111,0.5,61,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,25,Amygdala_unit25,7,25,0.1685,16.3953,,0.1685,0.5,25,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,26,Amygdala_unit26,7,23,0.155,9.1671,,0.155,0.0,23,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,27,Amygdala_unit27,8,43,0.2898,10.3278,,0.2898,0.5,43,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,28,Amygdala_unit28,8,46,0.31,10.567,,0.31,0.5,46,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,29,Amygdala_unit29,8,29,0.1954,11.6052,,0.1954,0.0,29,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,30,Amygdala_unit30,8,43,0.2898,10.3459,,0.2898,0.5,43,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,31,Amygdala_unit31,8,26,0.1752,10.0299,,0.1752,0.5,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,32,Amygdala_unit32,8,10,0.0674,11.0297,,0.0674,0.5,10,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,33,Amygdala_unit33,8,25,0.1685,10.4587,,0.1685,0.5,25,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,34,Amygdala_unit34,8,16,0.1078,13.0881,,0.1078,0.5,16,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,35,Amygdala_unit35,8,21,0.1415,12.0973,,0.1415,0.5,21,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,36,Amygdala_unit36,8,72,0.4852,13.7132,,0.4852,0.0,72,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,37,Amygdala_unit37,8,28,0.1887,15.0268,,0.1887,0.5,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,38,Amygdala_unit38,8,35,0.2359,11.0952,,0.2359,0.0,35,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,39,Amygdala_unit39,8,56,0.3774,12.7044,,0.3774,0.0,56,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,40,Amygdala_unit40,11,108,0.7278,12.7597,,0.7278,0.5,108,False,isi>0.02;presence<0.8
Amygdala,41,Amygdala_unit41,6,24,0.1617,20.2982,,0.1617,0.5,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,42,Amygdala_unit42,11,17,0.1146,15.4568,,0.1146,0.0,17,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,43,Amygdala_unit43,7,36,0.2426,8.3251,,0.2426,0.0,36,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,44,Amygdala_unit44,11,30,0.2022,14.657,,0.2022,0.5,30,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,45,Amygdala_unit45,11,22,0.1483,12.211,,0.1483,0.5,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,46,Amygdala_unit46,15,20,0.1348,19.5515,,0.1348,0.0,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,47,Amygdala_unit47,11,26,0.1752,15.0011,,0.1752,0.0,26,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,48,Amygdala_unit48,15,22,0.1483,20.2604,,0.1483,0.0,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,49,Amygdala_unit49,8,19,0.128,8.6035,,0.128,0.5,19,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,50,Amygdala_unit50,15,35,0.2359,16.6009,,0.2359,0.0,35,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,51,Amygdala_unit51,3,14,0.0943,10.0645,,0.0943,0.0,14,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,52,Amygdala_unit52,11,52,0.3504,14.9081,,0.3504,0.0,52,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,53,Amygdala_unit53,3,19,0.128,12.6658,,0.128,0.0,19,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,54,Amygdala_unit54,15,24,0.1617,16.1166,,0.1617,0.0,24,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,55,Amygdala_unit55,7,50,0.337,11.5034,,0.337,0.5,50,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
